name,pos,nation,season,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,fouls,fouled,offsides,crosses,tackles_won,interceptions,own_goals,pens_won,pens_conceded,shots_on_target_against,goals_against,saves,save%,league,team,age,pos_y
Gabriel Gudmundsson,"DF,FW",SWE,6972,5997,75,42,3801,42.3,3,0,3,3,0,0,6,0,3.3000000000000003,3.3000000000000003,3.5999999999999996,6.6000000000000005,117,111,198,0.21000000000000002,0.0,0.21000000000000002,0.21000000000000002,0.21000000000000002,0.24,0.24,0.48,0.24,0.48,124,0,0,0,0,0,0,0,0,2,1,0,5,4,4,0,0,0,0,0,0,0.0,FRA-Ligue 1,Lille,25-030,"LB,DF,MF"
Teun Koopmeiners,MF,NED,9296,7992,132,112,10148,112.8,48,20,68,40,8,8,20,0,25.6,19.2,23.2,42.4,312,664,748,1.72,0.72,2.4,1.4,2.12,0.92,0.84,1.72,0.68,1.52,123,1,0,0,0,4,1,0,0,3,2,0,8,0,0,0,0,0,0,0,0,0.0,ITA-Serie A,Atalanta,26-091,"CM,DF,MF"
Bruno Guimarães,MF,BRA,4648,3994,74,74,6526,72.6,14,16,30,14,0,0,18,0,9.6,9.6,12.8,22.4,130,566,146,0.38,0.44,0.82,0.38,0.82,0.26,0.36,0.62,0.26,0.62,123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Newcastle Utd,26-195,DM
Joe Gomez,DF,ENG,6972,5991,96,51,5358,59.400000000000006,0,3,3,0,0,0,15,0,2.4000000000000004,2.4000000000000004,3.9000000000000004,6.300000000000001,132,300,315,0.0,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.12,0.21000000000000002,0.30000000000000004,0.12,0.30000000000000004,123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Liverpool,27-006,DF
Raphinha,"FW,MF",BRA,4648,3992,56,34,2736,30.4,12,18,30,10,2,2,8,2,14.8,13.2,11.4,24.6,98,114,328,0.78,1.18,1.98,0.66,1.84,0.96,0.74,1.72,0.86,1.62,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ESP-La Liga,Barcelona,27-167,FW
Pascal Groß,"MF,DF",GER,4648,3982,72,68,6228,69.2,8,20,28,6,2,2,12,0,13.0,11.4,16.2,27.6,166,604,360,0.24,0.58,0.8,0.18,0.76,0.38,0.48,0.84,0.32,0.8,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Brighton,32-349,"DM,DF,FW"
Gianluca Lapadula,FW,PER,4648,3980,46,28,2410,26.8,6,2,8,4,2,2,6,0,9.6,8.2,2.2,10.2,16,8,126,0.44,0.14,0.6,0.3,0.44,0.72,0.16,0.88,0.6,0.76,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ITA-Serie A,Cagliari,34-112,FW
Andrea Cambiaso,"DF,FW",ITA,6972,6000,102,84,7116,79.19999999999999,6,9,15,6,0,0,30,0,6.6000000000000005,6.6000000000000005,11.7,18.0,261,213,516,0.24,0.33,0.5700000000000001,0.24,0.5700000000000001,0.24,0.44999999999999996,0.6900000000000001,0.24,0.6900000000000001,121,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ITA-Serie A,Juventus,24-099,"RM,DF,MF"
Leandro Paredes,MF,ARG,4648,3988,68,64,5268,58.6,6,10,16,0,6,6,30,2,6.6,2.0,4.6,6.4,72,428,38,0.2,0.34,0.54,0.0,0.34,0.22,0.16,0.38,0.06,0.22,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ITA-Serie A,Roma,29-335,"MF,DM"
Marash Kumbulla,DF,ALB,4648,4000,14,6,724,8.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,4,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,ITA-Serie A,Sassuolo,24-111,"DF,CB"
Moise Kean,FW,ITA,6972,6000,57,24,1962,21.9,0,0,0,0,0,0,6,0,6.300000000000001,6.300000000000001,2.0999999999999996,8.399999999999999,36,18,114,0.0,0.0,0.0,0.0,0.0,0.8400000000000001,0.30000000000000004,1.1400000000000001,0.8400000000000001,1.1400000000000001,116,0,2,0,0,3,1,0,0,1,1,0,4,2,1,0,0,0,0,0,0,0.0,ITA-Serie A,Juventus,24-091,FW
Alejandro Garnacho,FW,ARG,4648,4008,72,60,5130,57.0,14,8,22,14,0,0,8,0,16.8,16.6,10.2,26.8,356,124,562,0.5,0.28,0.78,0.5,0.78,0.58,0.36,0.94,0.58,0.94,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Manchester Utd,19-333,"FW,MF,FW"
Charles De Ketelaere,"FW,MF",BEL,4648,4002,68,48,3906,43.4,20,14,34,18,2,2,2,0,14.2,12.6,11.0,23.6,172,240,428,0.92,0.64,1.56,0.82,1.48,0.66,0.5,1.16,0.58,1.08,115,1,0,0,0,2,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0.0,ITA-Serie A,Atalanta,23-080,"FW,MF,FW"
Mateusz Wieteska,DF,POL,4648,3994,21,12,1139,12.6,1,1,2,1,0,0,5,1,0.4,0.4,0.6,1.0,16,39,2,0.52,0.09,0.61,0.52,0.61,0.08,0.05,0.13,0.08,0.13,114,0,0,0,0,0,0,2,0,2,0,0,0,4,2,0,0,0,0,0,0,0.0,"ITA-Serie A,FRA-Ligue 1","Clermont Foot,Cagliari",27-108,DF
Junior Adamu,"FW,MF",AUT,6972,6003,45,0,315,3.5999999999999996,0,0,0,0,0,0,0,0,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.6000000000000001,3,3,15,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.30000000000000004,0.48,0.15000000000000002,0.48,113,0,0,0,0,4,1,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Freiburg,22-358,FW
Dani Ceballos,"MF,FW",ESP,4648,3992,40,10,1196,13.2,0,4,4,0,0,0,4,0,0.6,0.6,3.0,3.6,32,94,46,0.0,0.6,0.6,0.0,0.6,0.1,0.44,0.54,0.1,0.54,111,0,0,0,0,0,0,0,0,1,2,0,5,1,0,0,0,0,0,0,0,0.0,ESP-La Liga,Real Madrid,27-296,"MF,CM"
Lautaro Martínez,FW,ARG,4648,3994,66,62,5312,59.0,48,6,54,44,4,6,10,0,35.2,30.6,7.2,37.6,108,160,344,1.62,0.2,1.82,1.5,1.7,1.2,0.24,1.44,1.04,1.28,110,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ITA-Serie A,Inter,26-281,FW
Vincent Sierro,MF,SUI,4648,3990,60,50,4522,50.2,12,4,16,4,8,10,16,0,11.8,3.8,4.6,8.4,34,270,146,0.48,0.16,0.64,0.16,0.32,0.46,0.18,0.66,0.16,0.34,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,Toulouse,28-234,"MF,DM"
Oumar Diakité,FW,CIV,4648,4006,56,36,3170,35.2,10,2,12,10,0,2,8,0,14.0,12.4,2.6,15.0,58,56,214,0.56,0.12,0.68,0.56,0.68,0.8,0.14,0.94,0.7,0.86,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,Reims,20-161,FW
Lazar Samardzic,MF,SRB,11620,10010,170,140,11860,132.0,30,10,40,25,5,5,15,0,17.5,14.0,27.5,41.5,325,415,455,1.1500000000000001,0.4,1.5,0.95,1.35,0.65,1.05,1.7000000000000002,0.55,1.55,109,0,1,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0,ITA-Serie A,Udinese,22-095,"MF,FW"
Riccardo Orsolini,"FW,MF",ITA,11620,9985,165,95,8960,99.5,50,10,60,40,10,15,10,0,37.0,25.0,22.0,47.0,255,355,875,2.5,0.5,3.0,2.0,2.5,1.85,1.1,2.9499999999999997,1.25,2.3499999999999996,109,0,1,0,0,1,0,1,0,2,1,0,2,1,0,0,0,0,0,0,0,0.0,ITA-Serie A,Bologna,27-126,"FW,MF,FW"
Nahuel Molina,DF,ARG,4648,3996,60,38,3704,41.2,4,6,10,4,0,0,8,2,2.6,2.6,5.8,8.4,94,136,340,0.2,0.3,0.48,0.2,0.48,0.12,0.28,0.4,0.12,0.4,108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ESP-La Liga,Atlético Madrid,26-053,"RB,DF,MF"
Habib Diarra,"MF,FW",SEN,4648,4008,62,56,4610,51.2,6,2,8,4,2,2,6,0,6.8,5.4,2.6,7.8,118,214,176,0.24,0.08,0.32,0.16,0.24,0.26,0.1,0.36,0.2,0.3,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,Strasbourg,20-147,"MF,DM"
Josip Brekalo,FW,CRO,4648,3996,22,16,1304,14.4,2,0,2,2,0,0,0,0,0.8,0.8,0.6,1.4,28,50,138,0.28,0.0,0.28,0.28,0.28,0.12,0.08,0.2,0.12,0.2,107,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0.0,ITA-Serie A,Fiorentina,25-341,FW
Oussama El Azzouzi,MF,MAR,4648,4002,36,10,1094,12.2,4,4,8,4,0,0,8,0,1.0,1.0,1.2,2.0,8,38,16,0.66,0.66,1.32,0.66,1.32,0.16,0.18,0.34,0.16,0.34,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ITA-Serie A,Bologna,23-000,"MF,DM"
Oihan Sancet,MF,ESP,9296,8000,120,100,7900,87.6,16,20,36,16,0,4,20,8,25.2,22.0,18.8,40.8,304,484,628,0.72,0.92,1.64,0.72,1.64,1.16,0.84,2.0,1.0,1.88,103,1,0,0,0,4,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0.0,ESP-La Liga,Athletic Club,24-034,"FW,MF"
Boulaye Dia,"FW,MF",SEN,4648,3992,34,24,2286,25.4,8,0,8,6,2,2,2,0,7.8,6.2,1.0,7.2,36,44,114,0.62,0.0,0.62,0.48,0.48,0.62,0.08,0.7,0.48,0.56,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ITA-Serie A,Salernitana,27-195,FW
Stephan El Shaarawy,"FW,DF",ITA,4648,3984,66,38,3476,38.6,6,8,14,6,0,0,4,0,5.0,5.0,4.6,9.6,92,88,262,0.32,0.42,0.72,0.32,0.72,0.26,0.24,0.5,0.26,0.5,101,1,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,ITA-Serie A,Roma,31-215,"DF,FW,FW"
Ismail Jakobs,DF,SEN,4648,3998,44,32,2932,32.6,2,4,6,2,0,0,0,0,2.6,2.6,3.6,6.2,88,112,266,0.12,0.24,0.36,0.12,0.36,0.16,0.22,0.38,0.16,0.38,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,Monaco,24-286,"LB,DF,FW"
Jon Aramburu,DF,VEN,4648,4004,22,10,1086,12.0,0,0,0,0,0,0,6,0,0.2,0.2,0.0,0.2,12,52,50,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ESP-La Liga,Real Sociedad,21-311,"DF,RM"
Cedric Zesiger,DF,SUI,4648,3996,46,36,3268,36.4,0,0,0,0,0,0,10,0,2.6,2.6,0.0,2.8,28,162,6,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.16,0.14,0.16,99,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Wolfsburg,25-340,"DF,CB"
Pedro Neto,"FW,MF",POR,6972,6000,60,54,4548,50.400000000000006,6,27,33,6,0,0,12,0,10.5,10.5,13.200000000000001,23.700000000000003,294,162,447,0.36,1.59,1.9500000000000002,0.36,1.9500000000000002,0.63,0.78,1.41,0.63,1.41,98,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0.0,ENG-Premier League,Wolves,24-081,"FW,MF"
Rafael Tolói,DF,ITA,4648,3980,34,18,1782,19.8,0,0,0,0,0,0,12,2,0.2,0.2,0.2,0.2,12,94,18,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,98,0,0,0,0,0,0,0,0,2,0,0,0,5,2,0,0,0,0,0,0,0.0,ITA-Serie A,Atalanta,33-232,"DF,CB"
Robert Skov,"DF,FW",DEN,4648,3992,50,28,2520,28.0,6,8,14,6,0,0,4,0,3.6,3.6,3.8,7.4,56,142,184,0.42,0.58,1.0,0.42,1.0,0.26,0.28,0.52,0.26,0.52,97,2,0,0,0,5,2,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Hoffenheim,28-009,"DF,FW,DM"
Chris Führich,"FW,MF",GER,6972,5994,102,99,7701,85.5,24,21,45,24,0,3,6,0,19.799999999999997,17.4,24.0,41.400000000000006,459,435,777,0.8400000000000001,0.75,1.59,0.8400000000000001,1.59,0.6900000000000001,0.8400000000000001,1.53,0.6000000000000001,1.47,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Stuttgart,26-141,"FW,MF"
Arthur Vermeeren,MF,BEL,4648,4010,10,4,324,3.6,0,0,0,0,0,0,4,0,0.0,0.0,0.2,0.2,4,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ESP-La Liga,Atlético Madrid,19-112,"MF,CM"
Mattéo Guendouzi,MF,FRA,4648,3998,35,27,2386,26.5,2,3,5,2,0,0,3,1,2.1,2.1,2.3,4.4,48,120,80,0.08,0.11,0.19,0.08,0.19,2.65,0.09,2.7399999999999998,2.65,2.7399999999999998,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"ITA-Serie A,FRA-Ligue 1","Lazio,Marseille",25-045,MF
Olivier Deman,DF,BEL,4648,4000,58,28,2730,30.4,4,2,6,4,0,0,10,0,2.2,2.2,1.8,4.0,52,80,106,0.26,0.14,0.4,0.26,0.4,0.14,0.12,0.26,0.14,0.26,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Werder Bremen,24-053,"LB,DF,FW"
Michael Obafemi,"FW,MF",IRL,9296,8000,8,0,80,0.8,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,0,12,0.0,0.0,0.0,0.0,0.0,1.6,0.0,1.6,1.6,1.6,92,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,ENG-Premier League,Burnley,23-328,FW
Waldemar Anton,DF,GER,4648,3992,66,64,5772,64.2,0,6,6,0,0,0,14,0,3.4,3.4,2.0,5.4,76,344,30,0.0,0.18,0.18,0.0,0.18,0.1,0.06,0.18,0.1,0.18,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Stuttgart,27-314,"CB,DF,MF"
Azzedine Ounahi,MF,MAR,4648,4000,42,30,2418,26.8,4,0,4,4,0,0,6,0,2.0,2.0,2.8,4.8,64,196,140,0.3,0.0,0.3,0.3,0.3,0.14,0.22,0.36,0.14,0.36,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,Marseille,24-040,"CM,MF"
Nicolas Jackson,FW,SEN,4648,4002,70,62,5598,62.2,28,10,38,28,0,0,20,0,37.2,37.2,8.6,45.8,140,134,400,0.9,0.32,1.22,0.9,1.22,1.2,0.28,1.48,1.2,1.48,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Chelsea,22-344,FW
Iago Aspas,FW,ESP,4648,3974,70,62,5414,60.2,18,20,38,12,6,10,12,2,23.0,15.0,20.2,35.2,168,322,404,0.6,0.66,1.26,0.4,1.06,0.76,0.68,1.44,0.5,1.18,91,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,ESP-La Liga,Celta Vigo,36-302,"CM,FW,MF"
Álex Remiro,GK,ESP,4648,3990,74,74,6550,72.8,0,0,0,0,0,0,6,2,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ESP-La Liga,Real Sociedad,29-066,GK
Abdel Abqar,DF,MAR,2324,1999,27,27,2312,25.7,0,0,0,0,0,0,10,0,0.5,0.5,0.2,0.6,7,49,1,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ESP-La Liga,Alavés,25-080,CB
Ansu Fati,"MF,FW",ESP,4648,4004,22,3,571,6.3999999999999995,2,0,2,2,0,0,2,0,4.1,4.1,0.8,4.9,22,32,55,0.35,0.0,0.35,0.35,0.35,1.9300000000000002,0.14,2.0700000000000003,1.9300000000000002,2.0700000000000003,90,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0,"ENG-Premier League,ESP-La Liga","Brighton,Barcelona",21-211,FW
Alessio Romagnoli,DF,ITA,2324,1995,29,26,2411,26.8,0,0,0,0,0,0,9,0,0.6,0.6,0.6,1.1,7,87,2,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,90,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,ITA-Serie A,Lazio,29-138,CB
Simon Adingra,FW,CIV,4648,4004,62,50,4444,49.4,12,2,14,12,0,0,6,0,8.6,8.6,7.4,16.0,222,100,556,0.48,0.08,0.56,0.48,0.56,0.34,0.3,0.64,0.34,0.64,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Brighton,22-149,"FW,MF,AM"
Rico Lewis,"DF,MF",ENG,2324,2004,16,8,809,9.0,2,0,2,2,0,0,1,0,0.6,0.6,1.1,1.8,21,33,46,0.22,0.0,0.22,0.22,0.22,0.07,0.12,0.19,0.07,0.19,90,0,0,0,0,2,1,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Manchester City,19-190,LB
Pervis Estupiñán,DF,ECU,2324,1998,19,15,1243,13.8,2,3,5,2,0,0,4,0,1.0,1.0,3.5,4.4,47,83,88,0.14,0.22,0.36,0.14,0.36,0.07,0.25,0.32,0.07,0.32,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Brighton,26-129,LM
Andreas Hanche-Olsen,DF,NOR,2324,1997,15,12,992,11.0,1,0,1,1,0,0,5,0,0.7,0.7,0.0,0.7,1,19,0,0.09,0.0,0.09,0.09,0.09,0.06,0.0,0.06,0.06,0.06,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Mainz 05,27-133,CB
Boubakar Kouyaté,DF,MLI,2324,1997,23,22,1928,21.4,0,2,2,0,0,0,5,1,0.8,0.8,1.3,2.1,4,58,3,0.0,0.09,0.09,0.0,0.09,0.04,0.06,0.1,0.04,0.1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,Montpellier,27-044,CB
Tom Lockyer,DF,WAL,2324,1994,14,14,1169,13.0,1,1,2,1,0,0,4,0,1.1,1.1,0.6,1.7,6,37,2,0.08,0.08,0.15,0.08,0.15,0.08,0.05,0.13,0.08,0.13,90,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,ENG-Premier League,Luton Town,29-178,CB
Pau Torres,DF,ESP,2324,1997,29,27,2464,27.4,2,0,2,2,0,0,1,0,1.0,1.0,0.4,1.4,42,128,16,0.07,0.0,0.07,0.07,0.07,0.04,0.02,0.05,0.04,0.05,90,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,ENG-Premier League,Aston Villa,27-134,CB
Piero Hincapié,DF,ECU,2324,2002,26,16,1484,16.5,1,2,3,1,0,0,2,0,1.9,1.9,0.5,2.5,34,102,50,0.06,0.12,0.18,0.06,0.18,0.12,0.03,0.15,0.12,0.15,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Leverkusen,22-141,CB
Willian Pacho,DF,ECU,2324,2001,33,33,2970,33.0,0,3,3,0,0,0,7,0,1.2,1.2,1.1,2.3,22,148,4,0.0,0.09,0.09,0.0,0.09,0.04,0.03,0.07,0.04,0.07,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Eint Frankfurt,22-226,CB
Pathé Ciss,MF,SEN,2324,1994,31,16,1664,18.5,1,0,1,1,0,0,10,0,1.5,1.5,0.5,2.0,14,84,22,0.05,0.0,0.05,0.05,0.05,0.08,0.03,0.11,0.08,0.11,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ESP-La Liga,Rayo Vallecano,30-074,DM
Facundo Pellistri,"MF,FW,FW,MF",URU,4648,4002,24,15,1404,15.6,2,2,4,2,0,0,2,1,3.2,3.2,1.3,4.5,39,28,127,0.15,0.5900000000000001,0.74,0.15,0.74,0.56,0.14,0.7,0.56,0.7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"ENG-Premier League,ESP-La Liga","Granada,Manchester Utd",22-161,FW
Kevin De Bruyne,MF,BEL,2324,1991,18,15,1221,13.6,4,10,14,4,0,0,2,0,2.4,2.4,11.5,14.0,47,111,133,0.29,0.74,1.03,0.29,1.03,0.18,0.85,1.03,0.18,1.03,90,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Manchester City,32-336,CM
Jurriën Timber,DF,NED,2324,2001,2,1,71,0.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Arsenal,22-347,RB
Modibo Sagnan,DF,MLI,2324,1999,13,12,1054,11.7,2,0,2,2,0,0,5,0,1.2,1.2,0.3,1.5,7,25,5,0.17,0.0,0.17,0.17,0.17,0.1,0.03,0.13,0.1,0.13,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,Montpellier,25-045,CB
Jeremie Boga,FW,CIV,2324,1997,28,24,1998,22.2,6,6,12,6,0,0,1,0,4.3,4.3,4.2,8.5,107,64,170,0.27,0.27,0.54,0.27,0.54,0.19,0.19,0.38,0.19,0.38,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,Nice,27-147,AM
Leonardo Spinazzola,DF,ITA,2324,1993,24,15,1312,14.6,1,2,3,1,0,0,0,0,0.2,0.2,3.0,3.2,108,52,74,0.07,0.14,0.21,0.07,0.21,0.02,0.21,0.22,0.02,0.22,90,0,0,0,0,1,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0.0,ITA-Serie A,Roma,31-065,LB
Ciro Immobile,FW,ITA,2324,1990,31,21,1652,18.4,7,1,8,3,4,4,8,0,9.7,6.6,2.1,8.6,19,39,123,0.38,0.05,0.44,0.16,0.22,0.53,0.11,0.64,0.36,0.47,90,1,0,0,0,1,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0.0,ITA-Serie A,Lazio,34-099,FW
Jesús Navas,DF,ESP,6972,5955,87,75,6009,66.9,0,6,6,0,0,0,18,3,0.30000000000000004,0.30000000000000004,5.699999999999999,6.300000000000001,162,309,423,0.0,0.27,0.27,0.0,0.27,0.03,0.27,0.27,0.03,0.27,90,0,1,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,0,0,0,0.0,ESP-La Liga,Sevilla,38-190,"RB,DF,FW"
Jordan Lotomba,DF,SUI,2324,1998,28,21,1804,20.0,1,0,1,1,0,0,4,0,0.9,0.9,1.1,2.0,36,52,40,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.1,0.04,0.1,90,0,0,0,0,2,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0.0,FRA-Ligue 1,Nice,25-243,RB
Julián Álvarez,"MF,FW",ARG,2324,2000,36,31,2647,29.4,11,8,19,9,2,2,2,0,13.0,11.5,6.4,17.9,64,103,180,0.37,0.27,0.65,0.31,0.58,0.44,0.22,0.66,0.39,0.61,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Manchester City,24-119,FW
Matías Viña,DF,URU,2324,1997,15,13,1014,11.3,0,3,3,0,0,0,1,0,0.3,0.3,1.4,1.7,24,46,37,0.0,0.27,0.27,0.0,0.27,0.03,0.12,0.15,0.03,0.15,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ITA-Serie A,Sassuolo,26-202,LB
Matteo Pessina,MF,ITA,2324,1997,37,37,3222,35.8,6,3,9,2,4,5,5,1,6.3,2.4,1.1,3.5,69,190,53,0.17,0.08,0.25,0.06,0.14,0.18,0.03,0.21,0.07,0.1,90,1,0,0,0,2,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0.0,ITA-Serie A,Monza,27-038,CM
Moisés Caicedo,MF,ECU,2324,2001,35,33,2866,31.8,1,3,4,1,0,0,11,0,0.4,0.4,2.6,3.0,27,173,27,0.03,0.09,0.13,0.03,0.13,0.01,0.08,0.09,0.01,0.09,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Chelsea,22-209,CM
Mathías Olivera,DF,URU,2324,1997,23,18,1569,17.4,1,1,2,1,0,0,3,0,0.5,0.5,0.9,1.4,31,89,93,0.06,0.06,0.11,0.06,0.11,0.03,0.05,0.08,0.03,0.08,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,ITA-Serie A,Napoli,26-211,CB
